;;;;;;;;;;
27;CHOCO;580;RIO IRO;83,49;-;82,52;-;82,68;-;
27;CHOCO;600;RIO QUITO;99,38;-;93,82;-;98,81;-;
27;CHOCO;615;RIOSUCIO (2);99,72;-;79,90;-;85,21;-;Según fallo del Consejo de Estado del 22 de noviembre de 2007, Exp 2001-00458, la ordenanza 011 del 2000 de la Asamblea Departamental del Chocó fue declarada nula. Actualmente persisten controversias sobre los límites departamentales entre Chocó y Antioquia, que están siendo revisados por las autoridades competentes. Una vez se  diriman dichas divergencias limítrofes el DANE hará los ajustes poblacionales pertinentes.
27;CHOCO;660;SAN JOSE DEL PALMAR;30,18;-;45,83;-;42,02;-;
27;CHOCO;745;SIPI;42,11;-;47,58;-;47,47;-;
27;CHOCO;787;TADO;89,30;1,22;82,43;-;86,86;0,81;
27;CHOCO;800;UNGUIA;42,18;-;68,67;-;60,63;-;
27;CHOCO;810;UNION PANAMERICANA;69,71;-;43,44;-;53,39;-;
41;HUILA;001;NEIVA;15,96;8,83;43,38;6,01;17,70;7,51;
41;HUILA;006;ACEVEDO;97,69;-;57,01;-;64,10;-;
41;HUILA;013;AGRADO;37,75;-;53,57;-;44,92;-;
41;HUILA;016;AIPE;32,31;3,72;47,23;3,12;38,01;2,45;
41;HUILA;020;ALGECIRAS;40,08;2,78;62,72;-;49,20;1,35;
41;HUILA;026;ALTAMIRA;15,11;-;40,78;-;23,58;-;
41;HUILA;078;BARAYA;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
41;HUILA;132;CAMPOALEGRE;22,74;6,29;38,19;5,89;26,67;4,54;
41;HUILA;206;COLOMBIA;40,68;-;69,92;-;64,77;-;
41;HUILA;244;ELIAS;20,24;-;39,53;-;33,27;-;
41;HUILA;298;GARZON;18,53;7,87;42,73;5,68;30,93;4,63;
41;HUILA;306;GIGANTE;21,99;4,98;39,72;4,80;30,70;3,55;
41;HUILA;319;GUADALUPE;20,05;-;43,88;-;36,94;-;
41;HUILA;349;HOBO;25,81;4,63;53,71;3,37;32,68;3,08;
41;HUILA;357;IQUIRA;12,96;-;53,71;-;44,29;-;
41;HUILA;359;ISNOS;28,65;-;51,17;-;46,63;-;
41;HUILA;378;LA ARGENTINA;32,14;-;50,54;-;44,67;-;
41;HUILA;396;LA PLATA;22,44;6,08;58,82;3,60;44,51;3,13;
41;HUILA;483;NATAGA;30,25;-;48,12;-;42,28;-;
41;HUILA;503;OPORAPA;47,04;-;55,85;-;53,30;-;
41;HUILA;518;PAICOL;17,23;-;52,10;-;38,44;-;
41;HUILA;524;PALERMO;30,73;4,04;29,77;5,10;30,22;3,30;
41;HUILA;530;PALESTINA;26,59;-;48,67;-;44,97;-;
41;HUILA;548;PITAL;27,71;-;53,77;-;44,85;-;
41;HUILA;551;PITALITO;26,22;8,76;52,52;4,73;37,08;4,57;
41;HUILA;615;RIVERA;29,99;3,76;35,07;6,16;32,32;3,60;
41;HUILA;660;SALADOBLANCO;30,59;-;54,52;-;49,44;-;
41;HUILA;668;SAN AGUSTIN;30,08;4,15;48,70;4,46;42,49;3,55;
41;HUILA;676;SANTA MARIA;23,96;-;48,65;-;42,02;-;
41;HUILA;770;SUAZA;23,48;-;52,00;-;45,69;-;
41;HUILA;791;TARQUI;31,22;-;44,43;-;40,85;-;
41;HUILA;797;TESALIA;25,79;-;34,16;-;29,53;-;
41;HUILA;799;TELLO;44,51;3,26;59,91;3,04;53,45;2,28;
41;HUILA;801;TERUEL;20,89;5,47;47,74;4,35;34,45;3,46;
41;HUILA;807;TIMANA;20,93;5,52;36,80;8,11;31,45;6,41;
41;HUILA;872;VILLAVIEJA;28,57;-;45,65;-;40,00;-;
41;HUILA;885;YAGUARA;18,32;4,16;41,06;-;21,84;2,95;
44;LA GUAJIRA;001;RIOHACHA;40,60;3,13;85,45;-;49,10;2,10;
44;LA GUAJIRA;035;ALBANIA;28,00;3,74;86,21;-;60,95;0,75;
44;LA GUAJIRA;078;BARRANCAS;28,75;3,81;79,23;1,00;54,15;1,25;
44;LA GUAJIRA;090;DIBULLA;39,36;4,09;71,00;-;66,52;0,34;
44;LA GUAJIRA;098;DISTRACCION;31,01;5,10;79,52;-;62,88;0,86;
44;LA GUAJIRA;110;EL MOLINO;43,51;2,01;94,49;-;56,49;1,16;
44;LA GUAJIRA;279;FONSECA;27,68;4,71;80,91;1,86;43,37;2,35;
44;LA GUAJIRA;378;HATONUEVO;32,38;3,75;97,99;-;58,69;1,24;
44;LA GUAJIRA;420;LA JAGUA DEL PILAR;57,27;-;89,72;-;66,75;-;
44;LA GUAJIRA;430;MAICAO;51,53;-;95,89;-;68,36;-;
44;LA GUAJIRA;560;MANAURE;50,60;1,60;98,28;-;79,75;0,39;
44;LA GUAJIRA;650;SAN JUAN DEL CESAR;24,58;6,61;73,66;1,10;44,79;2,26;
44;LA GUAJIRA;847;URIBIA;43,26;3,61;98,42;-;96,05;0,07;
44;LA GUAJIRA;855;URUMITA;35,85;3,06;96,51;-;62,98;0,96;
44;LA GUAJIRA;874;VILLANUEVA;32,96;3,59;96,88;-;47,57;1,92;
47;MAGDALENA;001;SANTA MARTA;27,39;2,73;49,72;4,96;29,03;2,46;
47;MAGDALENA;030;ALGARROBO;63,03;2,84;67,45;4,29;64,65;2,40;
47;MAGDALENA;053;ARACATACA;61,96;5,97;60,65;6,38;61,40;4,37;
47;MAGDALENA;058;ARIGUANI;54,88;4,76;65,56;4,12;59,22;3,21;
47;MAGDALENA;161;CERRO SAN ANTONIO;58,11;-;70,03;-;63,73;-;
47;MAGDALENA;170;CHIBOLO;64,39;2,60;86,25;1,70;72,25;1,66;
47;MAGDALENA;189;CIENAGA;40,74;4,88;63,59;-;43,81;3,92;
47;MAGDALENA;205;CONCORDIA;72,37;-;56,20;-;62,60;-;
47;MAGDALENA;245;EL BANCO;51,23;3,98;82,87;2,55;63,65;2,34;
47;MAGDALENA;258;EL PIÑON;67,28;-;58,63;-;61,63;-;
47;MAGDALENA;268;EL RETEN;55,07;2,95;71,14;4,82;59,22;2,52;
47;MAGDALENA;288;FUNDACION;39,15;4,97;81,23;-;44,14;3,89;
47;MAGDALENA;318;GUAMAL;40,47;4,60;73,75;3,62;63,88;3,06;
47;MAGDALENA;460;NUEVA GRANADA;90,18;-;78,38;-;83,00;-;
47;MAGDALENA;541;PEDRAZA;73,32;-;66,60;-;68,58;-;
47;MAGDALENA;545;PIJIÑO DEL CARMEN;77,96;-;87,50;-;83,16;-;
47;MAGDALENA;551;PIVIJAY;39,32;5,56;57,20;7,15;47,56;4,68;
47;MAGDALENA;555;PLATO;57,22;3,43;80,87;2,87;63,61;2,46;
47;MAGDALENA;570;PUEBLOVIEJO;68,32;2,84;52,35;3,23;57,76;2,24;
47;MAGDALENA;605;REMOLINO;61,95;3,39;61,16;8,14;61,71;3,45;
47;MAGDALENA;660;SABANAS DE SAN ANGEL;57,79;-;75,08;-;71,05;-;
47;MAGDALENA;675;SALAMINA;55,73;-;50,15;-;53,51;-;
47;MAGDALENA;692;SAN SEBASTIAN DE BUENAVISTA;51,84;-;72,16;-;66,35;-;
47;MAGDALENA;703;SAN ZENON;55,19;-;77,58;-;73,73;-;
47;MAGDALENA;707;SANTA ANA;58,16;3,72;74,80;3,23;66,49;2,44;
47;MAGDALENA;720;SANTA BARBARA DE PINTO;79,85;-;80,75;-;80,25;-;
47;MAGDALENA;745;SITIONUEVO;60,76;2,57;72,63;2,28;66,89;1,70;
47;MAGDALENA;798;TENERIFE;57,16;3,28;77,48;3,21;68,16;2,34;
47;MAGDALENA;960;ZAPAYAN;83,76;-;74,18;-;77,76;-;
47;MAGDALENA;980;ZONA BANANERA;49,74;6,05;43,79;4,97;44,22;4,59;
50;META;001;VILLAVICENCIO;16,10;7,68;32,23;9,49;17,07;6,89;
50;META;006;ACACIAS;21,59;7,26;28,42;6,97;22,68;5,97;
50;META;110;BARRANCA DE UPIA;38,21;-;45,05;-;40,21;-;
50;META;124;CABUYARO;42,29;-;45,21;-;44,00;-;
50;META;150;CASTILLA LA NUEVA;17,02;-;28,76;-;23,42;-;
50;META;223;CUBARRAL;24,39;-;41,47;-;31,17;-;
50;META;226;CUMARAL;21,20;6,78;27,43;9,08;23,30;5,45;
50;META;245;EL CALVARIO;28,16;-;16,34;-;20,19;-;
50;META;251;EL CASTILLO;35,17;-;44,25;-;41,35;-;
50;META;270;EL DORADO;31,31;-;39,24;-;35,98;-;
50;META;287;FUENTE DE ORO;36,75;-;41,65;-;39,09;-;
50;META;313;GRANADA;25,18;6,00;38,10;6,31;27,63;4,73;
50;META;318;GUAMAL;17,59;-;23,44;-;19,42;-;
50;META;325;MAPIRIPAN;;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
50;META;330;MESETAS;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
50;META;350;LA MACARENA;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
50;META;370;URIBE;44,93;-;52,75;-;50,47;-;
50;META;400;LEJANIAS;32,54;-;42,69;-;38,39;-;
50;META;450;PUERTO CONCORDIA;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
50;META;568;PUERTO GAITAN;40,05;-;83,37;-;65,47;-;
50;META;573;PUERTO LOPEZ;27,37;4,99;42,92;4,72;32,80;3,46;
50;META;577;PUERTO LLERAS;41,36;-;67,55;-;59,84;-;
50;META;590;PUERTO RICO;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
50;META;606;RESTREPO;14,29;-;23,98;-;17,54;-;
50;META;680;SAN CARLOS DE GUAROA;39,60;-;38,50;-;39,03;-;
50;META;683;SAN JUAN DE ARAMA;32,06;-;46,95;-;39,38;-;
50;META;686;SAN JUANITO;29,06;-;30,10;-;29,75;-;
50;META;689;SAN MARTIN;25,63;5,78;35,74;9,10;26,99;5,02;
50;META;711;VISTAHERMOSA;44,12;-;65,08;-;53,86;-;
52;NARIÑO;001;PASTO;11,07;10,60;38,48;4,93;16,20;6,28;
52;NARIÑO;019;ALBAN;23,21;-;56,70;-;45,53;-;
52;NARIÑO;022;ALDANA;40,00;-;35,67;-;36,81;-;
52;NARIÑO;036;ANCUYA;28,44;-;50,96;-;46,14;-;
52;NARIÑO;051;ARBOLEDA;55,39;-;85,99;-;81,83;-;
52;NARIÑO;079;BARBACOAS;57,64;-;84,44;-;73,87;-;
52;NARIÑO;083;BELEN;18,65;-;38,51;-;28,34;-;
52;NARIÑO;110;BUESACO;33,27;-;66,08;-;58,64;-;
52;NARIÑO;203;COLON;31,07;-;61,49;-;57,41;-;
52;NARIÑO;207;CONSACA;36,11;-;61,97;-;57,64;-;
52;NARIÑO;210;CONTADERO;57,00;-;68,94;-;65,45;-;
52;NARIÑO;215;CORDOBA;34,79;-;78,81;-;71,94;-;
52;NARIÑO;224;CUASPUD;40,50;-;61,96;-;56,59;-;
52;NARIÑO;227;CUMBAL;16,69;-;42,25;-;40,34;-;
52;NARIÑO;233;CUMBITARA;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
52;NARIÑO;240;CHACHAGsI;40,18;-;55,09;-;47,20;-;
52;NARIÑO;250;EL CHARCO;86,84;-;78,89;-;81,00;-;
52;NARIÑO;254;EL PEÑOL;37,28;-;57,02;-;54,37;-;
52;NARIÑO;256;EL ROSARIO;86,77;-;78,32;-;81,02;-;
52;NARIÑO;258;EL TABLON DE GOMEZ;24,97;-;52,03;-;50,22;-;
52;NARIÑO;260;EL TAMBO;24,65;-;57,53;-;45,34;-;
52;NARIÑO;287;FUNES;48,94;-;73,34;-;64,73;-;
52;NARIÑO;317;GUACHUCAL;21,30;-;44,36;-;39,89;-;
52;NARIÑO;320;GUAITARILLA;24,37;-;64,94;-;54,29;-;
52;NARIÑO;323;GUALMATAN;32,96;-;56,30;-;47,44;-;
52;NARIÑO;352;ILES;37,63;-;66,55;-;60,19;-;
52;NARIÑO;354;IMUES;35,52;-;57,50;-;55,43;-;
52;NARIÑO;356;IPIALES;17,67;7,56;57,67;2,05;30,66;3,20;
52;NARIÑO;378;LA CRUZ;40,98;3,74;88,56;1,64;71,67;1,51;
52;NARIÑO;381;LA FLORIDA;20,91;-;51,33;-;46,21;-;
52;NARIÑO;385;LA LLANADA;26,72;-;48,45;-;37,12;-;
52;NARIÑO;390;LA TOLA;99,14;-;74,99;-;91,46;-;
52;NARIÑO;399;LA UNION;28,31;7,08;43,72;6,20;38,04;4,90;
52;NARIÑO;405;LEIVA;52,60;-;68,78;-;64,26;-;
52;NARIÑO;411;LINARES;31,03;-;59,46;-;53,94;-;
52;NARIÑO;418;LOS ANDES;48,33;-;80,07;-;68,49;-;
52;NARIÑO;427;MAGsI;57,13;-;90,45;-;82,52;-;
52;NARIÑO;435;MALLAMA;51,25;-;44,93;-;46,06;-;
52;NARIÑO;473;MOSQUERA;97,81;-;77,90;-;84,32;-;
52;NARIÑO;480;NARIÑO;38,32;-;46,33;-;40,21;-;
52;NARIÑO;490;OLAYA HERRERA;35,27;0,96;69,71;-;65,56;0,06;
52;NARIÑO;506;OSPINA;31,86;-;68,53;-;59,19;-;
52;NARIÑO;520;FRANCISCO PIZARRO;76,76;-;66,47;-;71,31;-;
52;NARIÑO;540;POLICARPA;34,42;-;50,01;-;46,56;-;
52;NARIÑO;560;POTOSI;22,99;-;46,17;-;42,60;-;
52;NARIÑO;565;PROVIDENCIA;33,21;-;81,79;-;64,53;-;
52;NARIÑO;573;PUERRES;28,62;-;54,30;-;46,15;-;
52;NARIÑO;585;PUPIALES;26,09;-;46,87;-;40,94;-;
52;NARIÑO;612;RICAURTE;28,39;-;72,07;-;65,91;-;
52;NARIÑO;621;ROBERTO PAYAN;49,59;-;74,13;-;72,92;-;
52;NARIÑO;678;SAMANIEGO;36,25;4,67;70,05;-;58,03;1,04;
52;NARIÑO;683;SANDONA;27,40;5,16;53,45;5,35;42,32;4,12;
52;NARIÑO;685;SAN BERNARDO;24,46;-;66,40;-;57,35;-;
52;NARIÑO;687;SAN LORENZO;32,63;-;60,64;-;57,31;-;
52;NARIÑO;693;SAN PABLO;20,84;-;37,73;-;33,34;-;
52;NARIÑO;694;SAN PEDRO DE CARTAGO;14,86;-;60,60;-;57,00;-;
52;NARIÑO;696;SANTA BARBARA;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
52;NARIÑO;699;SANTACRUZ;29,53;-;81,03;-;67,98;-;
52;NARIÑO;720;SAPUYES;38,10;-;35,69;-;36,22;-;
52;NARIÑO;786;TAMINANGO;35,55;-;60,23;-;55,11;-;
52;NARIÑO;788;TANGUA;31,49;-;60,01;-;54,38;-;
52;NARIÑO;835;SAN ANDRES DE TUMACO;48,74;3,96;48,66;-;48,70;2,10;
52;NARIÑO;838;TUQUERRES;22,56;8,24;53,76;4,42;41,32;3,90;
52;NARIÑO;885;YACUANQUER;39,87;-;70,91;-;63,39;-;
54;N. DE SANTANDER;001;CUCUTA;22,40;2,69;48,00;6,49;23,24;2,55;
54;N. DE SANTANDER;003;ABREGO;36,19;3,28;58,74;4,71;48,44;3,30;
54;N. DE SANTANDER;051;ARBOLEDAS;27,97;-;60,69;-;52,01;-;
54;N. DE SANTANDER;099;BOCHALEMA;13,53;-;37,95;4,52;29,31;3,78;
54;N. DE SANTANDER;109;BUCARASICA;46,21;-;66,80;-;64,33;-;
54;N. DE SANTANDER;125;CACOTA;26,23;-;63,10;-;52,80;-;
54;N. DE SANTANDER;128;CACHIRA;14,78;-;54,95;-;49,20;-;
54;N. DE SANTANDER;172;CHINACOTA;18,16;6,99;31,70;7,51;22,92;5,12;
54;N. DE SANTANDER;174;CHITAGA;24,47;-;67,73;-;52,59;-;
54;N. DE SANTANDER;206;CONVENCION;21,81;6,24;62,40;5,94;45,10;4,89;
54;N. DE SANTANDER;223;CUCUTILLA;22,93;-;65,05;-;58,61;-;
54;N. DE SANTANDER;239;DURANIA;24,61;-;42,19;-;34,11;-;
54;N. DE SANTANDER;245;EL CARMEN;31,06;-;74,70;-;66,53;-;
54;N. DE SANTANDER;250;EL TARRA;50,32;-;87,10;-;73,11;-;
54;N. DE SANTANDER;261;EL ZULIA;35,60;4,21;52,27;6,90;42,93;4,18;
54;N. DE SANTANDER;313;GRAMALOTE;20,06;-;44,32;-;32,90;-;
54;N. DE SANTANDER;344;HACARI;37,73;-;85,00;-;79,18;-;
54;N. DE SANTANDER;347;HERRAN;22,57;-;43,23;4,76;38,11;4,06;
54;N. DE SANTANDER;377;LABATECA;12,17;-;51,68;-;42,94;-;
54;N. DE SANTANDER;385;LA ESPERANZA;34,58;-;64,25;-;60,74;-;
54;N. DE SANTANDER;398;LA PLAYA;13,89;-;55,56;-;50,83;-;
54;N. DE SANTANDER;405;LOS PATIOS;18,12;7,59;37,72;4,78;18,73;7,12;
54;N. DE SANTANDER;418;LOURDES;17,82;-;44,69;-;35,19;-;
54;N. DE SANTANDER;480;MUTISCUA;12,89;-;41,79;-;37,41;-;
54;N. DE SANTANDER;498;OCAÑA;21,59;6,42;57,54;-;26,16;4,62;
54;N. DE SANTANDER;518;PAMPLONA;11,09;11,50;57,77;6,12;15,05;8,01;
54;N. DE SANTANDER;520;PAMPLONITA;20,57;-;49,79;3,43;44,80;3,16;
54;N. DE SANTANDER;553;PUERTO SANTANDER;43,13;3,92;65,12;-;43,36;3,85;
54;N. DE SANTANDER;599;RAGONVALIA;27,18;4,99;55,87;5,12;44,18;4,03;
54;N. DE SANTANDER;660;SALAZAR;36,09;-;48,30;-;43,59;-;
54;N. DE SANTANDER;670;SAN CALIXTO;44,55;-;80,28;-;73,89;-;
54;N. DE SANTANDER;673;SAN CAYETANO;30,23;-;42,67;3,54;38,28;2,55;
54;N. DE SANTANDER;680;SANTIAGO;21,29;-;46,78;-;35,56;-;
54;N. DE SANTANDER;720;SARDINATA;28,97;-;70,67;-;53,30;-;
54;N. DE SANTANDER;743;SILOS;20,71;-;45,68;-;41,33;-;
54;N. DE SANTANDER;800;TEORAMA;34,74;-;60,10;-;56,53;-;
54;N. DE SANTANDER;810;TIBU;40,31;3,95;67,22;3,36;56,76;2,66;
54;N. DE SANTANDER;820;TOLEDO;16,95;-;51,01;-;41,68;-;
54;N. DE SANTANDER;871;VILLA CARO;33,80;-;68,23;-;56,06;-;
54;N. DE SANTANDER;874;VILLA DEL ROSARIO;21,83;6,76;44,90;4,54;22,85;6,19;
63;QUINDIO;001;ARMENIA;13,04;4,51;19,46;12,01;13,21;4,36;
63;QUINDIO;111;BUENAVISTA;10,83;-;30,30;7,52;22,45;6,05;
63;QUINDIO;130;CALARCA;14,02;8,78;15,88;14,25;14,46;7,48;
63;QUINDIO;190;CIRCASIA;16,19;8,16;20,06;11,61;17,23;6,68;
63;QUINDIO;212;CORDOBA;18,01;7,16;33,18;7,57;24,82;5,37;
63;QUINDIO;272;FILANDIA;16,94;6,74;20,69;10,75;18,81;6,64;
63;QUINDIO;302;GENOVA;22,33;6,30;28,74;7,21;25,42;4,87;
63;QUINDIO;401;LA TEBAIDA;22,56;5,71;20,37;8,27;22,38;5,31;
63;QUINDIO;470;MONTENEGRO;22,84;5,94;22,91;11,97;22,86;5,33;
63;QUINDIO;548;PIJAO;18,16;8,93;31,44;9,65;23,86;6,70;
63;QUINDIO;594;QUIMBAYA;20,11;7,01;30,43;8,01;22,10;5,57;
63;QUINDIO;690;SALENTO;17,00;6,21;24,69;9,69;20,86;6,29;
66;RISARALDA;001;PEREIRA;10,73;2,50;26,60;5,32;13,37;2,43;
66;RISARALDA;045;APIA;15,59;8,45;30,21;6,36;24,34;5,20;
66;RISARALDA;075;BALBOA;23,22;-;29,90;-;28,01;-;
66;RISARALDA;088;BELEN DE UMBRIA;18,43;7,11;28,93;8,42;24,07;5,99;
66;RISARALDA;170;DOSQUEBRADAS;12,60;12,22;25,11;9,33;13,28;11,00;
66;RISARALDA;318;GUATICA;16,83;-;28,50;-;25,69;-;
66;RISARALDA;383;LA CELIA;16,98;-;28,96;-;24,27;-;
66;RISARALDA;400;LA VIRGINIA;23,48;4,94;35,34;-;23,70;4,80;
66;RISARALDA;440;MARSELLA;24,02;5,43;33,05;7,14;28,20;4,60;
66;RISARALDA;456;MISTRATO;21,89;-;55,29;-;45,01;-;
66;RISARALDA;572;PUEBLO RICO;24,88;-;61,77;-;52,91;-;
66;RISARALDA;594;QUINCHIA;18,49;6,91;38,11;6,15;33,47;5,42;
66;RISARALDA;682;SANTA ROSA DE CABAL;16,78;9,23;29,55;9,10;19,25;7,03;
66;RISARALDA;687;SANTUARIO;16,20;-;29,54;-;23,59;-;
68;SANTANDER;001;BUCARAMANGA;11,20;3,93;35,55;5,26;11,55;3,76;
68;SANTANDER;013;AGUADA;15,49;-;44,65;-;41,02;-;
68;SANTANDER;020;ALBANIA;19,57;-;43,66;-;41,31;-;
68;SANTANDER;051;ARATOCA;22,47;-;58,76;3,03;49,20;2,66;
68;SANTANDER;077;BARBOSA;15,95;8,83;28,72;8,38;18,80;6,48;
68;SANTANDER;079;BARICHARA;10,47;-;42,49;-;30,99;-;
68;SANTANDER;081;BARRANCABERMEJA;20,53;7,42;39,03;3,76;22,33;6,19;
68;SANTANDER;092;BETULIA;20,16;-;49,48;3,07;43,21;2,76;
68;SANTANDER;101;BOLIVAR;20,75;-;60,53;-;56,21;-;
68;SANTANDER;121;CABRERA;41,94;-;39,53;-;40,13;-;
68;SANTANDER;132;CALIFORNIA;21,05;-;31,85;-;26,64;-;
68;SANTANDER;147;CAPITANEJO;18,61;-;77,99;-;46,27;-;
68;SANTANDER;152;CARCASI;28,57;-;71,84;-;66,71;-;
68;SANTANDER;160;CEPITA;8,76;-;59,46;-;47,90;-;
68;SANTANDER;162;CERRITO;24,77;-;60,06;-;46,15;-;
68;SANTANDER;167;CHARALA;14,91;-;34,39;-;24,08;-;
68;SANTANDER;169;CHARTA;6,90;-;38,13;-;32,35;-;
68;SANTANDER;176;CHIMA;28,01;-;49,23;-;43,94;-;
68;SANTANDER;179;CHIPATA;27,47;-;43,18;-;41,45;-;
68;SANTANDER;190;CIMITARRA;32,69;4,78;54,64;4,16;45,74;3,26;
68;SANTANDER;207;CONCEPCION;20,69;-;53,08;-;39,21;-;
68;SANTANDER;209;CONFINES;24,51;-;30,99;-;30,13;-;
68;SANTANDER;211;CONTRATACION;23,95;-;45,96;-;29,87;-;
68;SANTANDER;217;COROMORO;15,30;-;46,28;-;43,00;-;
68;SANTANDER;229;CURITI;18,58;-;49,08;-;40,21;-;
68;SANTANDER;235;EL CARMEN DE CHUCURI;31,74;-;58,27;-;51,08;-;
68;SANTANDER;245;EL GUACAMAYO;18,64;-;40,10;-;36,16;-;
68;SANTANDER;250;EL PEÑON;33,16;-;72,99;-;67,34;-;
68;SANTANDER;255;EL PLAYON;28,41;-;57,28;-;44,92;-;
68;SANTANDER;264;ENCINO;20,73;-;38,00;-;35,35;-;
68;SANTANDER;266;ENCISO;14,21;-;45,69;-;40,87;-;
68;SANTANDER;271;FLORIAN;34,23;-;59,08;-;53,85;-;
68;SANTANDER;276;FLORIDABLANCA;8,87;12,41;22,35;6,99;9,43;11,22;
68;SANTANDER;296;GALAN;23,37;-;49,51;-;42,85;-;
68;SANTANDER;298;GAMBITA;18,23;-;57,97;-;53,66;-;
68;SANTANDER;307;GIRON;12,57;9,34;35,47;6,44;15,37;6,95;
68;SANTANDER;318;GUACA;26,91;-;51,51;3,87;44,71;3,22;
68;SANTANDER;320;GUADALUPE;16,35;-;38,65;-;32,08;-;
68;SANTANDER;322;GUAPOTA;17,63;-;22,79;-;21,67;-;
